dist_to_military_base	reported_at	weather	dist_to_airport	airport_name	longitude	county	latitude	shape	military_component	airport_type	location	duration	military_site	sighted_at	military_area
10.093268705892662	19950916	[object Object]	0.2752033620166583	1001 Fourth Avenue Plaza Heliport	-122.3300624	[object Object]	47.6038321		Navy Active	heliport	 Seattle, WA	20 sec.	Manchester	19950916	2388195.078125
49.98974694502765	19950426	[object Object]	0.5706668946984551	Adams County Hospital Heliport	-83.5451934	[object Object]	38.7945166		Army Guard	heliport	 West Union, OH		NG Camp Sherman TS	19941231	3089116.12109375
25.94084259630184	19950423	[object Object]	0.7383749874530283	Manatee Memorial Hospital Heliport	-82.5748194	[object Object]	27.4989278		AF Active	heliport	 Bradenton, FL	5 min.	MacDill AFB	19950423	29557330.0488281
10.093268705892662	19950222	[object Object]	0.2752033620166583	1001 Fourth Avenue Plaza Heliport	-122.3300624	[object Object]	47.6038321		Navy Active	heliport	 Seattle, WA	4 sec.	Manchester	19950222	2388195.078125
49.30609082532112	19950319	[object Object]	1.0438557333910496	Long Airport	-86.777617	[object Object]	41.2157904		AF Active	small_airport	 N. Judson, IN		Grissom AFB	19950314	9341719.33203125
12.250024028834536	19951116	[object Object]	2.474744255094459	Elk Grove Airport	-121.3716178	[object Object]	38.4087993		AF Active	small_airport	 Elk Grove, CA	40 sec.	Mather AFB	19951116	41064060.265625
97.02590809887249	19950203	[object Object]	4.450922526468778	Flying Dollar Ranch Airport	-87.8269868	[object Object]	44.3479362	 cone	AF Guard	small_airport	 Denmark, WI	75 min	Gen Mitchell IAP	19950202	496622.14453125
23.925493065127153	19950607	[object Object]	2.0279773977503996	Portland Heliport	-72.6453705	[object Object]	41.5950989		AF Guard	heliport	 Cromwell, CT	8 min.	Bradley IAP	19941209	1080054.5625
2.805511035671414	19950627	[object Object]	1.3205679485419874	Mc Kennan Hospital Heliport	-96.700327	[object Object]	43.5499749		Army Guard	heliport	 Sioux Falls, SD		NG Sioux Falls UTES	19950625	440757.41015625
2.746916289177283	19950809	[object Object]	2.555675270868483	Valley Medical Center Heliport	-119.708861260756	[object Object]	36.7295295		AF Guard	heliport	 Fresno, CA	15 min.	Fresno Yosemite International (ANG)	19950809	523111.40625
20.85911556611402	19950825	[object Object]	2.214149783085968	Providence Medical Center Heliport	-94.7495246	[object Object]	39.1146799		Army Active	heliport	 Kansas City, KS		Fort Leavenworth	19950825	40036979.671875
54.006556085328015	19950307	[object Object]	1.357088857451075	Ag-Alley Airport	-77.189147	[object Object]	43.143397		MC Reserve	small_airport	 Marion, NY	3 min.	MCRC Syracuse	19950109	2008271.40625
41.59355620853291	19950510	[object Object]	3.7205991314910665	Franconia Airport	-71.6984172	[object Object]	44.1564536		Army Guard	small_airport	 Cannon, NH	1 min.	NG Bog Brook Riley TS	19950507	1652279.44921875
7.138950400048426	19950913	[object Object]	1.8152548221834146	Christus Spohn Hospital Memorial Heliport	-97.3955744	[object Object]	27.8002542		Navy Active	heliport	 Corpus Christi, TX	10 min.	ALF Cabaniss	19950913	4976480.91796875
4.520724730165128	19950809	[object Object]	1.0083408200958546	Willamette Falls Community Hospital Heliport	-122.6067583	[object Object]	45.3573429		Army Guard	heliport	 Oregon City, OR	30 min.	NG Camp Withycombe Clackamas	19950808	641792.40625
3.1608849619515955	19950204	[object Object]	1.4704526238524374	Sfs Airpark	-122.770452	[object Object]	48.0146577		Navy Active	small_airport	 Chimacum, WA		NAVMAG Indian Island	19950204	29778743.8125
35.75691360076897	19950723	[object Object]	3.0149357156923466	St Louise Regional Hospital Heliport	-121.517372158299	[object Object]	37.034583193882		Navy Active	heliport	 Santa Clara, CA	30 min.	NAVSUPPDET Monterey	19950722	836931.96484375
20.64607880902118	19950322	[object Object]	1.2404444552757716	Jobe Skis Plant 1 Heliport	-122.1238767	[object Object]	47.6694141		Navy Active	heliport	 Redmond, WA	20 min.	Manchester	19950322	2388195.078125
3.50936118310904	19950222	[object Object]	0.4566163793258993	Barnes Jewish Hospital Heliport	-90.2416548	[object Object]	38.6337716		AF Active	heliport	 St. Louis, MO	4 sec.	St Louis AFS	19950222	206828.76171875
2.9604039799183686	19950312	[object Object]	2.624448396819641	Norfolk International Airport	-76.2481624	[object Object]	36.8889933		Navy Active	large_airport	 Norfolk, VA	3 hrs.	NSA Norfolk	19950312	5052069.33203125
2.624529677104368	19950603	[object Object]	2.6100424005316625	Wayne Memorial Hospital Inc. Heliport	-77.9927651	[object Object]	35.3848841		AF Active	heliport	 Goldsboro, NC	3 sec.	Seymour Johnson AFB	19950603	19632033.4570312
12.537664608609452	19950103	[object Object]	1.6250247963319966	Natividad Medical Center Heliport	-121.6550372	[object Object]	36.6744117		Navy Active	heliport	 Salinas, CA	15 min.	NAVSUPPDET Monterey Navy School Annex	19950103	770996.30859375
12.537664608609452	19950326	[object Object]	1.6250247963319966	Natividad Medical Center Heliport	-121.6550372	[object Object]	36.6744117		Navy Active	heliport	 Salinas, CA	20 min.	NAVSUPPDET Monterey Navy School Annex	19950325	770996.30859375
12.146559994330621	19950804	[object Object]	2.1335746071934363	Stevens Memorial Hospital Heliport	-122.3053932	[object Object]	47.8278656		Navy Active	heliport	 Lynnwood, WA		NS Everett	19950804	1900098.9140625
67.83961780056535	19950730	[object Object]	4.018211466302606	Darr Field	-80.0563864	[object Object]	35.9242943		Army Active	small_airport	 Highpoint, NC	2 sec.	Camp Mackall	19950730	48222108.4023438
59.06863903905627	19950612	[object Object]	0.5848337619818451	St Joseph Medical Center Heliport	-85.1386015	[object Object]	41.0799898		Army Active	heliport	 Fort Wayne, IN	30 min.	US Army Joint Sys Mfg Ctr Lima	19950612	2575976.9375
5.296641123738681	19951117	[object Object]	1.2297603411288773	Wiley's Seaplane Base	-122.6706498	[object Object]	45.4206749		Army Guard	seaplane_base	 Lake Oswego, OR	12 min.	NG Camp Withycombe Clackamas	19951113	641792.40625
13.76804207081449	19950312	[object Object]	1.5977845081908708	Providence Hospital Heliport	-81.0343313	[object Object]	34.0007493		AF Guard	heliport	 Columbia, SC	30 sec.	McEntire Joint NGB	19950312	14158181.3554688
2.210817609225988	19950720	[object Object]	5.148590887807304	Manchester Laboratory Heliport	-122.6384056	[object Object]	47.5315625		Navy Active	heliport	 Port Orchard, WA	25 min.	Bremerton	19950720	3797573.109375
12.973186935200532	19950416	[object Object]	2.235095765551501	Bert's Airport	-75.7368575	[object Object]	40.3167603		Army Guard	small_airport	 Earlville, PA	30 sec.	NG Spring City Readiness Center	19950415	366282.60546875
4.299754012445733	19950823	[object Object]	0.21093920617764145	KTSP Heliport	-112.0773456	[object Object]	33.4485866		AF Guard	heliport	 Phoenix, AZ	30 sec.	Sky Harbor IAP	19950822	353114.80078125
51.57120079368603	19950131	[object Object]	0.7655018152691044	Douglas County Hospital Heliport	-95.377883	[object Object]	45.8846686		Army Guard	heliport	 Alexandria, LA	2 min.	Camp Ripley	19950131	445727232.898438
89.8655290783834	19950914	[object Object]	5.202693277817188	Thorn Airport	-86.246291	[object Object]	43.9778831		Army Guard	small_airport	 Mason, MI	40 sec.	NG Grayling Airfield	19950914	7382013.6328125
15.723851089638117	19951002	[object Object]	3.070347529670058	Capital Center Heliport	-71.4661703	[object Object]	41.8500997		Army Guard	heliport	 N. Providence, RI	3 min.	NG Camp Fogarty TS	19951002	2728225.06640625
8.176986336050495	19950718	[object Object]	0.15597824262955662	Cherry Hill Inn Heliport	-75.0307264	[object Object]	39.9348351		Navy Active	heliport	 Cherry Hill, NJ		NSA Mechanicsburg Det Philadelphia Annex PNBC	19950716	1819000.19921875
32.35569582805994	19951027	[object Object]	0.6462270040552008	Siletz Airport	-123.920113	[object Object]	44.721784		Army Guard	small_airport	 Siletz, OR	15 min.	NG Camp Adair Corvallis	19951027	4228533.546875
4.762297493028346	19950615	[object Object]	2.728635002069325	Ogden Hinckley Airport	-111.9738429	[object Object]	41.2230048		AF Active	medium_airport	 Ogden, UT	2 min.	Hill AFB	19950611	47318328.2578125
17.8631891725751	19950426	[object Object]	3.851452587581508	Seaside Heliport	-123.961527	[object Object]	45.891774		Army Guard	heliport	 Cannon Beach, OR	10 sec.	MTA Camp Rilea	19950210	15176951.875
12.496270338550813	19950823	[object Object]	0.43361166545365654	Good Samaritan Hospital Heliport	-122.2921406	[object Object]	47.1849009		Army Active	heliport	 Puyallup, WA	10 sec.	Fort Lewis	19950823	769332661.617188
67.77157125685001	19950322	[object Object]	3.665788719104905	New London Airport	-79.2894688	[object Object]	37.2337555		Army Active	small_airport	 Evington, VA	2 min.	Radford AAP	19950317	26955127.3164062
33.521696835898354	19950706	[object Object]	1.420945408321853	Olympic Memorial Hospital Heliport	-123.4307413	[object Object]	48.118146		Navy Active	heliport	 Port Angeles, WA	5 days	NAVMAG Indian Island	19950630	29778743.8125
132.05532695826312	19950929	[object Object]	0.8500920157272602	Quebec/Sûreté Heliport	-71.2743272	[object Object]	46.8443248		Navy Active	closed	 San Francisco, CA	6 sec.	NAS Portsmouth Redington Township	19950929	100700470.183594
6.784753851655603	19951108	[object Object]	3.738009370728497	Goering Ranches Airport	-121.0169776	[object Object]	44.0773332		Army Guard	small_airport	 Alfalfa, OR	10 sec.	NG Bend Cotef	19951104	1235068.515625
26.781823170447538	19951009	[object Object]	1.1991696955775584	Flying 'O' Ranch Heliport	-122.0437127	[object Object]	47.3664231		Navy Active	heliport	 Maple Valley, WA	45 sec.	Manchester	19950924	2388195.078125
34.035726989069744	19950726	[object Object]	11.071060120441649	Chapin Field	-73.1492662398703	[object Object]	43.073306		Navy Active	small_airport	 Arlington, IL	20 sec.	Naval Support Unit Saratoga Springs	19950724	170780.5859375
10.234019475673861	19950821	[object Object]	7.647479738755936	Zangger Vintage Airpark	-96.5564327	[object Object]	43.4688648		Army Guard	small_airport	 Granite, WA	15 min.	NG Sioux Falls UTES	19950817	440757.41015625
37.77570621490229	19950318	[object Object]	1.2322479708321041	Westmoreland Hospital Heliport	-79.5489517	[object Object]	40.284041		AF Reserve	heliport	 S. Greensburg, PA		Pittsburgh IAP (ARS)	19950315	782460.6171875
66.98321734939228	19950404	[object Object]	0.6729388895449879	San Joaquin Community Hospital Heliport	-119.0194639	[object Object]	35.3738712		AF Active	heliport	 Bakersfield, CA	3 hrs.	Edwards AFB	19950403	1858332842.64844
11.210333929281791	19950619	[object Object]	0.7473069228120237	Charlton Memorial Hospital Heliport	-71.1546367	[object Object]	41.7010642		Navy Active	heliport	 Fall River, MA	2 min.	NS Newport	19950618	6652173.89453125
5.303497925141459	19950420	[object Object]	1.4387145735312008	Nrh Fire Department Heliport	-97.2547371	[object Object]	32.8579056		Army Guard	heliport	 Watauga, TX	15 sec.	NG Saginaw	19950420	848152.64453125
46.79174669377251	19950914	[object Object]	2.3265757544221533	Douglas Municipal Airport	-109.5453461	[object Object]	31.3445508		Army Active	small_airport	 Douglas, AZ	15 min.	Fort Huachuca	19950914	454510247.75
4.962420140443504	19951112	[object Object]	0.6145515083245412	City Hall Complex Heliport	-115.149225	[object Object]	36.1662859		AF Active	heliport	 Las Vegas, NV	45 min.	Nellis  Annex	19951112	100647.76171875
23.026869376764548	19951029	[object Object]	4.469549427772789	Eagles Landing Heliport	-83.6268396	[object Object]	35.9745323		AF Guard	heliport	 Kodak, TN	1 min.	McGhee Tyson Airport	19951029	2236667.9296875
9.30074618017285	19950425	[object Object]	2.0735130675992894	1st District Police Station Heliport	-81.7405559	[object Object]	41.439754		Navy Active	heliport	 Brooklyn, OH		Bratenahl	19950425	223209.30078125
29.110536479330435	19950102	[object Object]	0.8401415142056122	Hca New Port Richey Hospital Heliport	-82.7170238901345	[object Object]	28.247132		AF Active	heliport	 New Port Richey, FL	15 Sec.	MacDill AFB	19950102	29557330.0488281
24.040369350033384	19950806	[object Object]	0.8611748164687705	Woodland State Airport	-122.7408326	[object Object]	45.9109715		AF Guard	small_airport	 Woodland, WA	2 sec.	Portland IAP	19950805	2143546.1953125
4.299754012445733	19950829	[object Object]	0.21093920617764145	KTSP Heliport	-112.0773456	[object Object]	33.4485866		AF Guard	heliport	 Phoenix, AZ	3 min.	Sky Harbor IAP	19950826	353114.80078125
30.950594940703784	19950624	[object Object]	2.264101483883275	Fall City Airport	-121.876437419641	[object Object]	47.5278365		Navy Active	small_airport	 Snoqualmie, WA	2 sec.	Manchester	19950624	2388195.078125
35.11790793292958	19951111	[object Object]	6.326192107094908	Pangborn Memorial Airport	-120.099010310635	[object Object]	47.3438565	 light	Army Active	medium_airport	 Rock Island, WA	20 sec.	Yakima Training Center	19951111	2817909451.20312
89.75116594001216	19951002	[object Object]	8.936169953673215	St-Jérôme Airport	-74.134662	[object Object]	45.8992468		AF Active	small_airport	 Piedmont, CA		Plattsburg AFB	19951001	27267935.8164062
83.66510217108427	19950517	[object Object]	5.324219736289726	Winnipeg (City of Winnipeg) Heliport	-97.1074436	[object Object]	49.8238186		AF Active	heliport	 Vista, CA	10 min.	Cavalier AS	19950509	2470410.13671875
9.885271162512126	19950307	[object Object]	1.9981222194708719	Port Orchard Airport	-122.6309669	[object Object]	47.417874		Army Guard	small_airport	 Burley, WA	20 sec.	NG Bremerton	19950306	718532.953125
9.88382465949979	19950612	[object Object]	0.4947954833922673	St Joseph Hospital Heliport	-122.4398746	[object Object]	47.2495798		Army Active	heliport	 Tacoma, WA	2 min.	Fort Lewis	19950611	769332661.617188
15.983965134115321	19950729	[object Object]	1.3059376243874858	Johnson Wax Heliport	-87.7825242	[object Object]	42.7260523		AF Guard	heliport	 Racine, WI	2 min.	Gen Mitchell IAP	19950728	496622.14453125
66.98321734939228	19950830	[object Object]	0.6729388895449879	San Joaquin Community Hospital Heliport	-119.0194639	[object Object]	35.3738712		AF Active	heliport	 Bakersfield, CA		Edwards AFB	19950830	1858332842.64844
10.093268705892662	19950210	[object Object]	0.2752033620166583	1001 Fourth Avenue Plaza Heliport	-122.3300624	[object Object]	47.6038321		Navy Active	heliport	 Seattle, WA	30 sec	Manchester	19950210	2388195.078125
5.785044409254811	19950904	[object Object]	1.3923783346819603	St Francis Hospital Heliport	-104.8253485	[object Object]	38.8339578		AF Active	heliport	 Colorado Springs, CO		Cheyenne Mountain AFS	19950904	3587965.58203125
66.2789872164196	19951002	[object Object]	0.9927194392625985	Vancouver (General Hospital) Heliport	-123.10250585	[object Object]	49.26334935		Navy Active	heliport	 Santa Rosa, CA	25 sec.	NAS Whidbey Island	19951002	39137019.6640625
5.296641123738681	19951001	[object Object]	1.2297603411288773	Wiley's Seaplane Base	-122.6706498	[object Object]	45.4206749		Army Guard	seaplane_base	 Lake Oswego, OR		NG Camp Withycombe Clackamas	19950925	641792.40625
56.08183818749372	19950206	[object Object]	1.525066623901467	Stark Heliport	-88.9941403	[object Object]	40.4731073		AF Guard	heliport	 Bloomington, IL	5 min	Capital Airport	19950206	647052.96875
25.576314769714266	19950914	[object Object]	1.0547666202481603	Utah Valley Regional Medical Center Heliport	-111.6585337	[object Object]	40.2338438		Army Guard	heliport	 Provo, UT	3 min.	MTA-L Camp Williams	19950826	168625923.390625
102.16734128005886	19950320	[object Object]	0.21224873969055683	Shasta Regional Medical Center Heliport	-122.3916754	[object Object]	40.5863563		AF Active	heliport	 Redding, CA		Tulelake Radar Site	19950223	38689023.53125
59.71073679829667	19950817	[object Object]	0.44545586325446224	Ocean Shores Municipal Airport	-124.1532484	[object Object]	47.0023813		Army Guard	small_airport	 Arcadia Shores, WA	2 sec.	MTA Camp Rilea	19950815	15176951.875
5.296641123738681	19951001	[object Object]	1.2297603411288773	Wiley's Seaplane Base	-122.6706498	[object Object]	45.4206749		Army Guard	seaplane_base	 Lake Oswego, OR		NG Camp Withycombe Clackamas	19950923	641792.40625
9.315452601415114	19950117	[object Object]	2.0921632795689944	Pilot Butte Airport	-121.3153096	[object Object]	44.0581728		Army Guard	small_airport	 Bend, OR	73 min.	NG Bend Cotef	19950117	1235068.515625
53.92296773525573	19951007	[object Object]	10.508176671697012	Hintzman Private Airport	-95.3525318	[object Object]	46.8030154		Army Guard	small_airport	 Wolf Lake, MI		Camp Ripley	19951007	445727232.898438
30.599392405096566	19950731	[object Object]	1.9591282172635303	Lake Country Regional Airport	-78.5569437	[object Object]	36.6240321		Army Guard	medium_airport	 Clarksville, VA	80 min.	MTA Camp Butner	19950728	30603535.78125
41.95285254254804	19950108	[object Object]	8.124318433082632	Jackson County Reynolds Field	-84.5171784	[object Object]	42.1503176		Army Guard	medium_airport	 Horton, MI		CTC Fort Custer Trng Center	19950108	55535791.703125
39.35635971424328	19950314	[object Object]	1.2431334291797898	Central Washington Hospital Heliport	-120.3103494	[object Object]	47.4234599		Army Active	heliport	 Wenatchee, WA	5 sec.	Yakima Training Center	19950314	2817909451.20312
8.256991785261148	19950921	[object Object]	9.35052718428942	Yuma MCAS/Yuma International Airport	-114.4804579	[object Object]	32.7411157		MC Active	medium_airport	 Wilcox, AZ	1 min.	MCAS Yuma	19950918	27210761.90625
15.459174697507242	19950516	[object Object]	3.014632368065413	Cyber Density Balloon Spot Balloonport	-74.6268245	[object Object]	40.4776044		Army Guard	balloonport	 Hillsborough, NJ		NG Lawrenceville	19950516	543861.125
84.39810775774919	19951003	[object Object]	1.3806224026989746	Garberville Airport	-123.796139	[object Object]	40.100569		AF Active	small_airport	 Garberville, CA		Point Arena AFS	19951002	536166.30078125
13.535888925279108	19950304	[object Object]	0.6596953192865385	Fontana Police Heliport	-117.435048	[object Object]	34.0922335		Navy Active	heliport	 Fontana, CA	20 min	Norco	19950203	1436522.51171875
92.97331320803673	19950929	[object Object]	0.6950876352013247	Fredericton (Forestry Centre) Heliport	-66.6739451380993	[object Object]	45.942024		Navy Active	closed	 Napa, CA		NAS Portsmouth NCTS Cutler VLF Area	19950928	23252806.7773438
38.64520241292859	19950621	[object Object]	7.222488464048558	P W Johnson Memorial Airport	-80.9448205	[object Object]	39.7670187		Army Guard	small_airport	 Cameron, MO	1 hr.	Williamstown	19950621	697250.46875
5.2401502739877355	19950204	[object Object]	2.7977125959867366	Cosmodyne Heliport	-118.3886766	[object Object]	33.8455911		AF Active	heliport	 Redondo Beach, CA		Los Angeles AFB	19950204	339838.0625
33.39202122646818	19950524	[object Object]	0.5788780656130814	Jeannette Hospital Heliport	-79.6153198	[object Object]	40.3281247		AF Reserve	heliport	 Jeannette, PA	1 min.	Pittsburgh IAP (ARS)	19950524	782460.6171875
2.8864276260602817	19950920	[object Object]	0.35627662461590714	St Mary's Regional Medical Center Heliport	-119.8136744	[object Object]	39.52927		AF Guard	heliport	 Reno, NV	1 hr.	Reno Tahoe IAP	19950920	392378.37890625
112.90225096648987	19950925	[object Object]	1.0436860047497167	Polson Airport	-114.1637614	[object Object]	47.6905295		Navy Active	small_airport	 Polson, MT		Bayview Idaho	19950925	197158.8046875
6.848158366464001	19950801	[object Object]	4.051500260660918	Flea Port Heliport	-121.9066238	[object Object]	37.4282724		Navy Active	heliport	 Milpitas, CA		NAVPMOSSP Mtn View	19950422	317616.078125
90.30679921915055	19951103	[object Object]	7.931689478452257	St Thomas Municipal Airport	-81.0846444	[object Object]	42.8831501		AF Guard	medium_airport	 Belmont, CA	2 sec.	Selfridge ANGB	19951103	19289277.234375
6.15360992566112	19950514	[object Object]	0.16785575093050012	Teco Plaza Heliport	-82.458444	[object Object]	27.9477595		AF Active	heliport	 Tampa, FL	3 sec.	MacDill AFB	19950513	29557330.0488281
